  6.9999999e+000  5.7200001e+002  1.1220000e+000
  7.2999999e+000  5.6600001e+002  1.1180000e+000
  7.4000001e+000  5.7400000e+002  1.1100000e+000
  6.8000001e+000  5.7700001e+002  1.1070000e+000
  7.2000000e+000  5.7300000e+002  1.1030000e+000
  6.3999999e+000  5.8300001e+002  1.0990000e+000
  8.7999999e+000  6.4299999e+002  1.0920000e+000
  7.5000000e+000  8.8800000e+002  1.0770000e+000
  8.0000001e+000  8.3800001e+002  1.0850000e+000
  8.9000001e+000  8.3699999e+002  1.0920000e+000
  1.1400000e+001  8.5400001e+002  1.0990000e+000
  1.7400000e+001  8.7200000e+002  1.1150000e+000
  1.7800000e+001  8.8500001e+002  1.1440000e+000
  1.8200000e+001  9.0200000e+002  1.1790000e+000
  1.8600000e+001  9.1999999e+002  1.2160000e+000
  1.9300000e+001  9.4200001e+002  1.2560000e+000
  1.9600000e+001  9.6500000e+002  1.2960000e+000
  2.0000000e+001  9.8600000e+002  1.3400000e+000
  2.0800000e+001  1.0050000e+003  1.3880000e+000
  2.1200000e+001  1.0300000e+003  1.4360000e+000
  2.2000000e+001  1.0520000e+003  1.4880000e+000
  2.2400000e+001  1.0750000e+003  1.5390000e+000
  2.3500000e+001  1.1040000e+003  1.5940000e+000
  2.3800000e+001  1.1310000e+003  1.6640000e+000
  2.3900000e+001  1.1580000e+003  1.7150000e+000
  2.4000000e+001  1.1880000e+003  1.7600000e+000
  2.4200000e+001  1.2120000e+003  1.8040000e+000
  2.4300000e+001  1.2390000e+003  1.8480000e+000
  2.4300000e+001  1.2720000e+003  1.8880000e+000
  2.3500000e+001  1.2950000e+003  1.9240000e+000
  2.2200000e+001  1.3200000e+003  1.9340000e+000
  2.2100000e+001  1.3490000e+003  1.9320000e+000
  1.8200000e+001  1.3600000e+003  1.9260000e+000
  1.0800000e+001  1.3630000e+003  1.8510000e+000
  3.0999999e+000  1.3330000e+003  1.7110000e+000
  0.0000000e+000  1.3730000e+003  1.5620000e+000
  0.0000000e+000  1.3390000e+003  1.4650000e+000
  0.0000000e+000  1.3220000e+003  1.3910000e+000
  0.0000000e+000  1.2850000e+003  1.3460000e+000
  0.0000000e+000  1.2480000e+003  1.3090000e+000
  0.0000000e+000  1.2100000e+003  1.2840000e+000
  0.0000000e+000  1.1860000e+003  1.2600000e+000
  0.0000000e+000  1.1380000e+003  1.2460000e+000
  0.0000000e+000  1.1030000e+003  1.2300000e+000
  0.0000000e+000  1.0480000e+003  1.2190000e+000
  0.0000000e+000  1.0220000e+003  1.2070000e+000
  0.0000000e+000  9.5199999e+002  1.2020000e+000
  0.0000000e+000  8.8300000e+002  1.1940000e+000
  0.0000000e+000  8.1800001e+002  1.1860000e+000
  0.0000000e+000  7.5600000e+002  1.1790000e+000
  0.0000000e+000  6.9800001e+002  1.1700000e+000
  0.0000000e+000  6.3600000e+002  1.1630000e+000
  6.6000000e+000  5.8900000e+002  1.1580000e+000
  7.7000001e+000  5.5400000e+002  1.1470000e+000
  7.5000000e+000  5.7200001e+002  1.1370000e+000
  6.6000000e+000  5.7800000e+002  1.1260000e+000
  7.2000000e+000  5.7200001e+002  1.1210000e+000
  7.4000001e+000  5.6100001e+002  1.1150000e+000
  7.2000000e+000  5.8099999e+002  1.1100000e+000
  6.5000001e+000  5.8000000e+002  1.1050000e+000
  7.2000000e+000  5.7300000e+002  1.1030000e+000
  7.2999999e+000  5.6900000e+002  1.0990000e+000
  7.2000000e+000  5.7599999e+002  1.0970000e+000
  6.8000001e+000  5.7800000e+002  1.0940000e+000
  7.2999999e+000  5.7200001e+002  1.0920000e+000
  7.2000000e+000  5.7200001e+002  1.0910000e+000
  7.2999999e+000  5.6900000e+002  1.0890000e+000
  9.0999999e+000  5.7400000e+002  1.0870000e+000
  1.0700000e+001  7.2699999e+002  1.0800000e+000
  9.3999999e+000  8.6600000e+002  1.0780000e+000
  8.9000001e+000  7.8900000e+002  1.0950000e+000
  1.1700000e+001  5.7800000e+002  1.1180000e+000
  1.5300000e+001  6.7900000e+002  1.1120000e+000
  1.7000000e+001  8.8100000e+002  1.1220000e+000
  1.8100000e+001  1.0090000e+003  1.1440000e+000
  1.9200000e+001  1.1910000e+003  1.1750000e+000
  2.0900000e+001  1.3450000e+003  1.2230000e+000
  2.1300000e+001  1.5240000e+003  1.2900000e+000
  2.1200000e+001  1.6930000e+003  1.3760000e+000
  1.9700000e+001  1.8690000e+003  1.4730000e+000
  5.4999999e+000  1.9860000e+003  1.5740000e+000
  1.1000000e+000  1.9920000e+003  1.5730000e+000
  0.0000000e+000  1.8770000e+003  1.5100000e+000
  0.0000000e+000  1.7550000e+003  1.4570000e+000
  0.0000000e+000  1.6440000e+003  1.4090000e+000
  0.0000000e+000  1.5360000e+003  1.3710000e+000
  0.0000000e+000  1.4370000e+003  1.3470000e+000
  3.8000001e+000  1.3320000e+003  1.3210000e+000
  7.5999999e+000  1.1930000e+003  1.3050000e+000
  1.2400000e+001  1.1910000e+003  1.2970000e+000
  1.7200000e+001  1.2260000e+003  1.2990000e+000
  2.2600000e+001  1.3300000e+003  1.3340000e+000
  2.3400000e+001  1.3740000e+003  1.4250000e+000
  2.3500000e+001  1.4740000e+003  1.5200000e+000
  2.3900000e+001  1.5580000e+003  1.6230000e+000
  2.4500000e+001  1.6470000e+003  1.7350000e+000
  2.5200000e+001  1.7370000e+003  1.8390000e+000
  2.5000000e+001  1.8230000e+003  1.9510000e+000
  2.0100000e+001  1.8880000e+003  2.0460000e+000
  1.7000000e+001  1.9480000e+003  2.0800000e+000
  9.9999999e-001  2.0370000e+003  2.0440000e+000
  0.0000000e+000  1.9420000e+003  1.8670000e+000
