  6.8000001e+000  5.8000000e+002  1.0700000e+000
  7.2999999e+000  5.6700001e+002  1.0710000e+000
  7.2999999e+000  5.7499999e+002  1.0700000e+000
  6.6999999e+000  5.8099999e+002  1.0700000e+000
  7.2999999e+000  5.7099999e+002  1.0720000e+000
  6.9999999e+000  5.5100001e+002  1.0720000e+000
  8.7999999e+000  5.9099999e+002  1.0690000e+000
  9.3999999e+000  7.2699999e+002  1.0630000e+000
  9.3000000e+000  8.4100000e+002  1.0610000e+000
  8.6000001e+000  8.1700001e+002  1.0700000e+000
  9.3999999e+000  7.1599999e+002  1.0860000e+000
  1.1500000e+001  6.1400001e+002  1.0990000e+000
  1.3700000e+001  5.9099999e+002  1.1090000e+000
  1.3900000e+001  7.6800000e+002  1.1080000e+000
  1.4100000e+001  8.7600000e+002  1.1140000e+000
  1.5100000e+001  1.0330000e+003  1.1220000e+000
  1.5200000e+001  1.1490000e+003  1.1410000e+000
  1.5300000e+001  1.2820000e+003  1.1630000e+000
  1.5300000e+001  1.4090000e+003  1.1890000e+000
  1.4600000e+001  1.5130000e+003  1.2220000e+000
  1.3500000e+001  1.6330000e+003  1.2530000e+000
  1.2100000e+001  1.7180000e+003  1.2780000e+000
  9.2000001e+000  1.7870000e+003  1.3030000e+000
  1.8000000e+000  1.7610000e+003  1.3110000e+000
  0.0000000e+000  1.6630000e+003  1.2930000e+000
  0.0000000e+000  1.5520000e+003  1.2830000e+000
  0.0000000e+000  1.4440000e+003  1.2700000e+000
  0.0000000e+000  1.3460000e+003  1.2620000e+000
  0.0000000e+000  1.2510000e+003  1.2500000e+000
  0.0000000e+000  1.1570000e+003  1.2400000e+000
  5.4999999e+000  1.0810000e+003  1.2270000e+000
  8.0000001e+000  1.0770000e+003  1.2110000e+000
  8.7000000e+000  1.0520000e+003  1.2030000e+000
  8.6000001e+000  1.0880000e+003  1.1960000e+000
  8.6000001e+000  1.1080000e+003  1.1890000e+000
  8.4000000e+000  1.1220000e+003  1.1840000e+000
  9.3999999e+000  1.1570000e+003  1.1820000e+000
  9.9999999e+000  1.1760000e+003  1.1810000e+000
  1.0300000e+001  1.2080000e+003  1.1850000e+000
  1.0200000e+001  1.2390000e+003  1.1900000e+000
  1.0100000e+001  1.2680000e+003  1.1940000e+000
  1.0100000e+001  1.3080000e+003  1.1990000e+000
  1.0200000e+001  1.3230000e+003  1.2060000e+000
  1.1200000e+001  1.3590000e+003  1.2130000e+000
  1.1000000e+001  1.3820000e+003  1.2290000e+000
  1.0500000e+001  1.4110000e+003  1.2390000e+000
  1.0200000e+001  1.4450000e+003  1.2490000e+000
  9.6000000e+000  1.4690000e+003  1.2550000e+000
  9.5000001e+000  1.4960000e+003  1.2640000e+000
  9.3999999e+000  1.5120000e+003  1.2660000e+000
  9.3000000e+000  1.5320000e+003  1.2640000e+000
  8.6000001e+000  1.5540000e+003  1.2720000e+000
  8.4999999e+000  1.5650000e+003  1.2710000e+000
  8.4999999e+000  1.5860000e+003  1.2710000e+000
  8.4000000e+000  1.6010000e+003  1.2720000e+000
  9.3999999e+000  1.6280000e+003  1.2750000e+000
  9.3000000e+000  1.6480000e+003  1.2810000e+000
  9.6999999e+000  1.6760000e+003  1.2860000e+000
  9.6000000e+000  1.6990000e+003  1.2970000e+000
  9.5000001e+000  1.7180000e+003  1.3060000e+000
  9.3999999e+000  1.7340000e+003  1.3170000e+000
  9.3000000e+000  1.7620000e+003  1.3220000e+000
  9.0000000e+000  1.7820000e+003  1.3280000e+000
  8.9000001e+000  1.8040000e+003  1.3330000e+000
  8.7999999e+000  1.8200000e+003  1.3360000e+000
  6.9999999e+000  1.8370000e+003  1.3510000e+000
  0.0000000e+000  1.7620000e+003  1.3480000e+000
  0.0000000e+000  1.6380000e+003  1.3260000e+000
  0.0000000e+000  1.5180000e+003  1.3130000e+000
  0.0000000e+000  1.4070000e+003  1.2920000e+000
  0.0000000e+000  1.2990000e+003  1.2790000e+000
  2.7000000e+000  1.2030000e+003  1.2620000e+000
